productname,productid,imagepath
Rau thì là,6edc5aae-65c3-49be-926a-9140610964bc,productImage/6edc5aae-65c3-49be-926a-9140610964bc_Rauthìlà.jpg
Ngò rí,5d0e2a7f-dd77-4c7a-adab-30248b5fb09e,productImage/5d0e2a7f-dd77-4c7a-adab-30248b5fb09e_Ngòrí.jpg
Xoài Keo,05ff5762-10eb-48c8-b769-e2395389ab45,productImage/05ff5762-10eb-48c8-b769-e2395389ab45_XoàiKeo.jpg
Rau muống,a2776811-eed7-4c4a-89af-e03466b9ad33,productImage/a2776811-eed7-4c4a-89af-e03466b9ad33_Raumuống.jpg
Khoai Lang,96c522f6-4e25-4cf9-8b97-91383ad761de,productImage/96c522f6-4e25-4cf9-8b97-91383ad761de_KhoaiLang.jpg
Cải Bó Xôi,6261ab01-4a83-48da-bf60-85331280cde4,productImage/6261ab01-4a83-48da-bf60-85331280cde4_CảiBóXôi.jpg
Rau dền xanh,e9fcdf70-27d5-4da8-b082-3e3cfb515ba7,productImage/e9fcdf70-27d5-4da8-b082-3e3cfb515ba7_Raudềnxanh.jpg
Tía tô,38de8777-e24e-477f-81df-ee4b63637b8b,productImage/38de8777-e24e-477f-81df-ee4b63637b8b_Tíatô.jpg
Hương thảo,7c5306b9-9417-4fbc-845f-836af5531ec4,productImage/7c5306b9-9417-4fbc-845f-836af5531ec4_Hươngthảo.jpg
Rau tần ô,ac7f26d8-3103-4621-918a-c28f5859b668,productImage/ac7f26d8-3103-4621-918a-c28f5859b668_Rautầnô.jpg
Ngải cứu,9347c0d3-e71d-420f-b001-7f406363f200,productImage/9347c0d3-e71d-420f-b001-7f406363f200_Ngảicứu.jpg
Xoài Keo,43b912f3-b32d-4c84-b508-83f3052e2350,productImage/43b912f3-b32d-4c84-b508-83f3052e2350_XoàiKeo.jpg
Rau mồng tơi,85099c1a-c83e-4776-a44e-1344e28c93f9,productImage/85099c1a-c83e-4776-a44e-1344e28c93f9_Raumồngtơi.jpg
Cải ngọt,1ee13a8f-1e5e-4b87-be5b-3025ffc773d8,productImage/1ee13a8f-1e5e-4b87-be5b-3025ffc773d8_Cảingọt.jpg
Khoai tây,891ad178-c9b5-45f7-889b-ea8fe3fdcb75,productImage/891ad178-c9b5-45f7-889b-ea8fe3fdcb75_Khoaitây.jpg
Dưa Chuột,42610d29-5882-4d8c-8339-e2eee4fd46e7,productImage/42610d29-5882-4d8c-8339-e2eee4fd46e7_DưaChuột.jpg
Cải Bó Xôi,2dc91836-8d62-4878-8d7b-c2dac6af933f,productImage/2dc91836-8d62-4878-8d7b-c2dac6af933f_CảiBóXôi.jpg
Nấm rơm,16dc77da-cb33-4093-832c-b7784f3910fe,productImage/16dc77da-cb33-4093-832c-b7784f3910fe_Nấmrơm.jpg
Bí đỏ,5f267152-e153-4d48-abff-346267a5c9cc,productImage/5f267152-e153-4d48-abff-346267a5c9cc_Bíđỏ.jpg
Khoai tây,887d787f-fd37-4af1-827c-aabed635e47f,productImage/887d787f-fd37-4af1-827c-aabed635e47f_Khoaitây.jpg
Dưa Chuột,5895c541-37c9-462e-9ff8-a89dd40d7bad,productImage/5895c541-37c9-462e-9ff8-a89dd40d7bad_DưaChuột.jpg
Rau mồng tơi,b729d242-4987-4c56-882d-d42f2acd5907,productImage/b729d242-4987-4c56-882d-d42f2acd5907_Raumồngtơi.jpg
